StockCode,TotalRevenue,TotalQuantity,Orders,Customers,AverageUnitPrice,Description,RevenuePercentage
20971,11619.39,10217,457,277,1.2698047722342733,PINK BLUE FELT CRAFT TRINKET BOX,0.1307428478230614
20972,8617.24,7106,535,312,1.2748613678373384,PINK CREAM FELT CRAFT TRINKET BOX,0.0969622758143756
20973,2545.3,3998,276,191,0.6657342657342658,12 PENCIL SMALL TUBE WOODLAND,0.028640037950704657
20974,4230.55,6727,291,195,0.6483277591973244,12 PENCILS SMALL TUBE SKULL,0.04760268437997627
20975,4096.650000000001,6393,307,231,0.6490353697749196,12 PENCILS SMALL TUBE RED RETROSPOT,0.04609602462214837
20977,1969.43,1595,142,111,1.2486713286713287,36 PENCILS TUBE WOODLAND,0.02216027577938014
20978,2009.43,1627,179,133,1.2489560439560439,36 PENCILS TUBE SKULLS,0.022610360845198782
20979,4227.26,3518,230,164,1.244217391304348,36 PENCILS TUBE RED RETROSPOT,0.04756566488331269
20980,33.75,27,11,10,1.25,36 PENCILS TUBE POSY,0.0003797592742844781
20981,1571.6499999999999,1849,208,157,0.85,12 PENCILS TALL TUBE WOODLAND,0.017684404842346665
20982,1705.6599999999999,2014,215,158,0.8494036697247705,12 PENCILS TALL TUBE SKULLS,0.019192302334105567
20983,2240.31,2643,234,185,0.8494650205761316,12 PENCILS TALL TUBE RED RETROSPOT,0.025208251845103974
20984,1161.1799999999998,3782,167,135,0.3644508670520231,12 PENCILS TALL TUBE POSY,0.013065744418182229
20985,1155.88,1013,87,65,1.2791304347826087,HEART CALCULATOR,0.013006108146961263
20986,543.01,459,58,40,1.3231147540983605,BLUE CALCULATOR RULER,0.006110017289754503
20992,1845.87,4339,244,162,0.45910852713178296,JAZZ HEARTS PURSE NOTEBOOK,0.02076996301106636
20996,648.12,3054,184,124,0.2532972972972973,JAZZ HEARTS ADDRESS BOOK,0.0072927283214594355
20997,74.25,15,5,4,4.95,ROSE DU SUD CUSHION COVER,0.0008354704034258519
20998,348.25000000000006,119,28,27,2.935714285714286,ROSE DU SUD OVEN GLOVE,0.003918553104283542
21000,191.25,45,16,16,4.25,ROSE DU SUD COSMETICS BAG,0.002151969220945376
21001,142.8,24,12,12,5.95,ROSE DU SUD WASHBAG,0.0016068036849725476
21002,55.25,13,5,5,4.25,ROSE DU SUD DRAWSTRING BAG,0.0006216799971619975
21003,82.55,13,6,6,6.349999999999999,ROSE DU SUD CUSHION COVER,0.0009288630545832198
21011,26.099999999999998,18,2,2,1.45,GLITTER SNOW PEAR TREE DECORATION,0.0002936805054466631
21012,1129.1000000000001,565,80,66,2.085,ANTIQUE ALL GLASS CANDLESTICK,0.012704776195395683
21014,455.56999999999994,1233,66,64,0.41,SWISS CHALET TREE DECORATION,0.005126131335874954
21015,377.3299999999999,1249,66,59,0.3234328358208955,DARK BIRD HOUSE TREE DECORATION,0.004245764947133692
21018,18.7,22,4,4,0.85,BIRD BOX CHRISTMAS TREE DECORATION,0.00021041476827021453
21025,127.25,100,16,14,1.465,SPACE FROG,0.0014318331156355508
21026,173.62,140,22,20,1.3513636363636363,SPACE OWL,0.0019535942281858104
21027,119.95,99,17,16,1.2394444444444443,NINJA RABBIT PINK,0.001349692591123649
21028,148.29,116,21,15,1.52,NINJA RABBIT BLACK,0.0016685778602561559
21030,141.17,111,21,19,1.305,SPACE CADET RED,0.0015884627185404376
21031,49.96,39,10,9,1.371,SPACE CADET BLACK,0.0005621562472074823
21032,83.63,64,15,13,1.492,SPACE CADET WHITE,0.000941015351360323
21033,1932.67,921,108,75,2.3205555555555555,JUMBO BAG CHARLIE AND LOLA TOYS,0.02174664760389281
21034,1740.3999999999999,1832,859,480,0.95,REX CASH+CARRY JUMBO SHOPPER,0.019583201213769056
21035,6807.01,2315,219,151,3.2909049773755656,SET/2 RED RETROSPOT TEA TOWELS,0.07659333859695365
21038,86.75,77,23,20,1.1656521739130437,SET/4 MODERN VINTAGE COTTON NAPKINS,0.0009761219864941771
21039,1284.6599999999999,510,77,57,2.7124675324675325,RED RETROSPOT SHOPPING BAG,0.014455157016364373
21040,29.7,22,8,8,1.67,MODERN VINTAGE COTTON SHOPPING BAG,0.0003341881613703407
21041,1678.5500000000002,569,138,100,2.95,RED RETROSPOT OVEN GLOVE DOUBLE,0.018887257180746988
21042,1796.9,302,105,71,5.95,RED RETROSPOT APRON,0.02021894636923789
21043,927.9499999999999,441,57,52,2.300877192982456,APRON MODERN VINTAGE COTTON,0.01044141092066019
21051,228.83,108,24,23,2.1845833333333333,RIBBONS PURSE,0.002574824140281989
21054,608.5999999999999,68,27,24,8.95,NURSE'S BAG SOFT TOY,0.006848044276430618
21055,1350.24,144,82,63,9.511951219512193,TOOL BOX SOFT TOY,0.015193071481774036
21056,1640.1799999999998,174,66,46,9.749393939393938,DOCTOR'S BAG SOFT TOY,0.018455513081360453
21058,853.2199999999999,1046,87,68,0.8646067415730337,PARTY INVITES WOODLAND,0.009600539496444516
21059,487.04999999999995,573,77,67,0.8500000000000001,PARTY INVITES DINOSAURS,0.005480348282674224
21060,302.59999999999997,356,53,47,0.85,PARTY INVITES BALLOON GIRL,0.0034048935229180166
21061,350.2,412,52,49,0.8499999999999999,PARTY INVITES FOOTBALL,0.0039404947512422
21062,425.0,500,61,55,0.85,PARTY INVITES SPACEMAN,0.004782153824323058
21063,412.10999999999996,483,81,64,0.8692592592592592,PARTY INVITES JAZZ HEARTS,0.004637113911863001
21064,740.15,171,54,40,5.026785714285714,BOOM BOX SPEAKER BOYS,0.008328261536641674
21065,827.15,485,40,31,4.271428571428571,BOOM BOX SPEAKER GIRLS,0.009307196554797217
21066,656.37,687,41,32,1.234390243902439,VINTAGE RED MUG,0.007385558366284531
21067,246.88,201,41,30,1.2454761904761906,VINTAGE RED TEATIME MUG,0.0027779250262326507
21068,1637.71,1535,125,81,1.2177777777777778,VINTAGE BILLBOARD LOVE/HATE MUG,0.018427720328546154
21069,2047.8000000000002,1867,51,35,1.2350980392156863,VINTAGE BILLBOARD TEA MUG,0.023042104944585313
21070,1058.54,1032,77,51,1.3275641025641025,VINTAGE BILLBOARD MUG,0.011910826139291598
21071,1020.98,845,107,72,1.2314678899082567,VINTAGE BILLBOARD DRINK ME MUG,0.011488196262487897
21078,1972.73,2483,201,148,0.8504950495049504,SET/20 STRAWBERRY PAPER NAPKINS,0.02219740779731018
21080,9649.99,12305,732,427,0.8390080428954423,SET/20 RED RETROSPOT PAPER NAPKINS,0.10858290960748063
21084,463.85,2199,103,90,0.25754716981132075,SET/6 COLLAGE PAPER CUPS,0.0052192989444994125
21086,3999.09,6573,285,167,0.6589041095890411,SET/6 RED SPOTTY PAPER CUPS,0.044998267146616706
21087,62.120000000000005,126,10,10,0.466,SET/6 POSIES PAPER CUPS,0.0006989821072163492
21088,345.42,1576,74,67,0.257027027027027,SET/6 FRUIT SALAD PAPER CUPS,0.0038867095858768725
21089,45.730000000000004,231,24,23,0.22833333333333336,SET/6 GREEN SPRING PAPER CUPS,0.0005145597514971611
21090,704.26,1664,116,98,0.4594017094017094,SET/6 COLLAGE PAPER PLATES,0.007924422711335899
21094,5496.53,7351,325,179,0.8289634146341462,SET/6 RED SPOTTY PAPER PLATES,0.061847651670603326
21095,80.75,95,9,9,0.85,SET/6 POSIES PAPER PLATES,0.000908609226621381
21096,479.25,1143,70,63,0.4482857142857143,SET/6 FRUIT SALAD  PAPER PLATES,0.00539258169483959
21098,3665.05,3164,163,115,1.3046285714285715,CHRISTMAS TOILET ROLL,0.04123960676196523
21100,70.95,43,8,7,1.65,CHARLIE AND LOLA CHARLOTTE BAG,0.0007983383854958141
21106,530.95,193,34,30,2.9042857142857144,CREAM SLICE FLANNEL CHOCOLATE SPOT,0.005974316642410183
21107,2209.95,837,62,48,2.8674603174603175,CREAM SLICE FLANNEL PINK SPOT,0.024866637280147624
21108,17291.57,10070,192,160,1.3961139896373056,FAIRY CAKE FLANNEL ASSORTED COLOUR,0.19456693553894083
21109,2129.4,836,68,54,4.172222222222222,LARGE CAKE TOWEL CHOCOLATE SPOTS,0.023960278478855342
21110,2288.3,774,78,62,5.461392405063291,LARGE CAKE TOWEL PINK SPOTS,0.025748241402819894
21111,1290.3,788,50,46,2.1598039215686278,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",0.014518619010644803
21112,2551.83,1245,46,37,2.5917391304347825,SWISS ROLL TOWEL PINK  SPOTS,0.028713514337699548
21114,1674.03,1327,128,105,1.3224806201550388,LAVENDER SCENTED FABRIC HEART,0.01883639756830948
21115,2567.61,519,129,104,5.874307692307692,ROSE CARAVAN DOORSTOP,0.028891072896165007
21116,2339.19,489,117,81,4.948644067796611,OWL DOORSTOP,0.026320862127807657
21117,141.75,109,14,11,1.6428571428571428,BLOND DOLL DOORSTOP,0.0015949889519948082
21121,7794.18,6498,336,238,1.2466470588235294,SET/10 RED POLKADOT PARTY CANDLES,0.08770110045755833
21122,6346.08,5251,304,214,1.2514516129032258,SET/10 PINK POLKADOT PARTY CANDLES,0.071406895862259
21123,1213.31,973,97,66,1.2374,SET/10 IVORY POLKADOT PARTY CANDLES,0.013652317780210374
21124,4793.34,3966,227,180,1.2475,SET/10 BLUE POLKADOT PARTY CANDLES,0.05393526873477809
21125,743.75,595,67,59,1.25,SET 6 FOOTBALL CELEBRATION CANDLES,0.008368769192565352
21126,604.19,487,67,57,1.2472058823529413,SET OF 6 GIRLS CELEBRATION CANDLES,0.006798422397924114
21128,284.16,47,16,12,6.9193750000000005,GOLD FISHING GNOME,0.0031974043075756243
21129,332.3,45,20,13,8.2775,SILVER FISHING GNOME,0.003739081684288358
21131,290.25,93,17,11,3.8676470588235294,GOLD STANDING GNOME,0.003265929758846512
21132,142.75,35,16,13,3.875,SILVER STANDING GNOME,0.001606241078640274
21135,2973.55,2707,162,122,1.6656287425149698,VICTORIAN  METAL POSTCARD SPRING,0.03345876118662548
21136,7454.22,4454,352,259,1.6926536312849163,PAINTED METAL PEARS ASSORTED,0.08387582748316572
21137,39045.8,11401,313,140,3.659681528662421,BLACK RECORD COVER FRAME,0.43934828657353714
21143,575.25,295,26,26,1.95,ANTIQUE GLASS HEART DECORATION,0.006472785852804327
21145,152.5,122,8,8,1.25,ANTIQUE GLASS PLACE SETTING,0.001715949313433568
21147,200.94,89,21,11,2.2800000000000002,JINGLE BELLS TREE DECORATION,0.0022610023281399417
21154,3750.38,3186,262,175,1.2948689138576779,RED RETROSPOT OVEN GLOVE,0.04219975072862285
21155,5874.95,2458,354,205,2.520891364902507,RED RETROSPOT PEG BAG,0.06610568143578058
21156,5585.92,3038,292,202,2.000853242320819,RETROSPOT CHILDRENS APRON,0.06285347927144154
21157,100.80000000000001,48,14,12,2.1,RED RETROSPOT WASHBAG,0.0011342143658629748
21158,684.9599999999999,1422,146,103,0.6216556291390729,MOODY GIRL DOOR HANGER,0.007707256667078404
21159,542.36,1108,108,73,0.6942592592592592,MOODY BOY  DOOR HANGER,0.00610270340743495
21161,188.5,130,34,25,1.45,KEEP OUT BOYS DOOR HANGER,0.0021210258726703443
21162,695.23,1413,137,98,0.6111510791366906,TOXIC AREA  DOOR HANGER,0.00782281600772734
21163,599.79,1171,110,86,0.6968421052631579,DO NOT TOUCH MY STUFF DOOR HANGER,0.006748913040684063
21164,4844.72,1712,246,166,2.938145161290323,HOME SWEET HOME METAL SIGN,0.054513403001822135
21165,6401.93,4025,359,178,1.6722465753424658,BEWARE OF THE CAT METAL SIGN,0.07203532713540828
21166,20232.13,10169,602,287,2.0385831960461287,COOK WITH WINE METAL SIGN,0.2276544890675324
21167,264.6,1260,25,20,0.21,WHITE SAGE INCENSE,0.002977312710390309
21169,6743.98,4270,342,191,1.6720689655172414,YOU'RE CONFUSING ME METAL SIGN,0.07588411705448991
21171,566.8,424,60,43,1.4333333333333333,BATHROOM METAL SIGN,0.006377705382650138
21172,4701.0199999999995,3330,371,236,1.487248677248677,PARTY METAL SIGN,0.052896472402868655
21174,8364.64,3922,371,225,2.07,POTTERING IN THE SHED METAL SIGN,0.09411998862373087
21175,26063.34,11975,692,343,2.466460431654676,GIN + TONIC DIET METAL SIGN,0.29326800248384033
21179,1019.59,1783,166,122,0.7450000000000001,NO JUNK MAIL METAL SIGN,0.011472555806450698
21181,23865.820000000003,11932,694,361,2.072354609929078,PLEASE ONE PERSON METAL SIGN,0.26854122913789585
21187,522.0,328,33,30,1.638235294117647,WHITE BELL HONEYCOMB PAPER GARLAND,0.005873610108933262
21188,838.5000000000001,294,33,27,2.926470588235294,3D HEARTS  HONEYCOMB PAPER GARLAND,0.009434908192223257
21189,272.25,165,29,27,1.65,WHITE HONEYCOMB PAPER GARLAND,0.0030633914792281237
21190,245.20000000000002,168,7,6,1.5928571428571427,PINK HEARTS PAPER GARLAND,0.002759021453468268
21191,788.0400000000001,394,44,38,2.0813636363636365,LARGE WHITE HONEYCOMB PAPER BELL,0.008867125881693042
21192,1390.1999999999998,924,39,32,1.6214285714285712,WHITE BELL HONEYCOMB PAPER,0.015642706462526856
21194,364.6,436,41,37,0.9261904761904761,PINK  HONEYCOMB PAPER FAN,0.004102525374936911
21195,607.86,417,24,21,1.8675,PINK  HONEYCOMB PAPER BALL,0.006839717702712975
21196,146.84999999999997,89,9,9,1.65,ROUND WHITE CONFETTI IN TUBE,0.0016523747978866843
21197,322.71,243,13,13,1.5246153846153847,MULTICOLOUR  CONFETTI IN TUBE,0.0036311737897583387
21198,929.9099999999999,963,50,47,1.3754,WHITE HEART CONFETTI IN TUBE,0.010463465088885304
21199,766.56,864,48,45,1.3948979591836734,PINK  HEART CONFETTI IN TUBE,0.008625430201348431
21200,1272.8999999999999,1010,39,33,1.5012820512820513,MULTICOLOUR HONEYCOMB PAPER GARLAND,0.014322832007013694
21201,2672.25,1175,72,44,2.502,TROPICAL  HONEYCOMB PAPER GARLAND,0.030068495428346567
21202,403.2,448,20,20,1.45,DOLLY HONEYCOMB GARLAND,0.004536857463451898
21204,691.3499999999999,419,51,44,1.65,DAISIES  HONEYCOMB GARLAND,0.007779157756342931
21205,532.9499999999999,209,48,43,2.55,MULTICOLOUR 3D BALLS GARLAND,0.005996820895701114
21206,1446.6,1220,75,55,1.5487012987012987,STRAWBERRY HONEYCOMB  GARLAND,0.016277326405331142
21207,1532.2499999999998,981,84,74,1.6288235294117646,SKULL AND CROSSBONES  GARLAND,0.017241071052515305
21208,531.6899999999999,873,56,50,0.626140350877193,PASTEL COLOUR HONEYCOMB FAN,0.005982643216127827
21209,669.12,1142,57,48,0.6794736842105262,MULTICOLOUR HONEYCOMB FAN,0.007529022981014222
21210,7943.0199999999995,5677,365,244,1.463013698630137,SET OF 72 RETROSPOT PAPER  DOILIES,0.0893758669874695
21211,1143.35,815,66,58,1.4440298507462686,SET OF 72 SKULL PAPER  DOILIES,0.012865119000093572
21212,16381.880000000001,33670,1029,635,0.5481809523809524,PACK OF 72 RETROSPOT CAKE CASES,0.18433098845082688
21213,6855.46,14302,499,295,0.5405742574257426,PACK OF 72 SKULL CAKE CASES,0.07713850413292647
21215,460.70000000000005,866,63,51,0.54796875,IVORY PAPER CUP CAKE CASES,0.0051838547455661955
21216,8330.12,1836,241,150,4.8976734693877555,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.0937315652119294
21217,9178.3,974,257,167,9.860505836575873,RED RETROSPOT ROUND CAKE TINS,0.10327539399008076
21218,7071.2,2058,203,130,3.755631067961165,RED SPOTTY BISCUIT TIN,0.07956603793541932
21219,408.59,323,42,35,1.3625581395348838,SET/4 BADGES BALLOON GIRL,0.00459750642607096
21220,299.56,229,41,34,1.397560975609756,SET/4 BADGES DOGS,0.0033706870579158004
21221,262.14,201,24,24,1.3004166666666668,SET/4 BADGES CUTE CREATURES,0.002949632478842462
21222,252.18,194,35,26,1.4852777777777777,SET/4 BADGES BEETLES,0.0028375612974536205
21224,913.7,734,81,58,1.247710843373494,SET/4 SKULL BADGES,0.010281068115962303
21226,10.0,8,4,4,1.25,POCKET MIRROR WOODLAND,0.00011252126645466018
21228,6.25,5,2,2,1.25,"POCKET MIRROR ""GLAMOROUS""",7.032579153416262e-05
21231,6864.610000000001,5748,381,215,1.2735248041775458,SWEETHEART CERAMIC TRINKET BOX,0.0772414610917325
21232,12195.06,10354,582,312,1.2564906303236796,STRAWBERRY CERAMIC TRINKET BOX,0.13722035956905682
21238,2822.41,3519,277,160,0.8476785714285714,RED RETROSPOT CUP,0.031758114765429744
21239,2049.7,2572,201,141,0.8461576354679802,PINK  POLKADOT CUP,0.023063483985211696
21240,2484.53,3153,215,149,0.8410138248847926,BLUE POLKADOT CUP,0.02795624621445969
21242,4855.91,3071,222,148,1.6737837837837837,RED RETROSPOT PLATE,0.054639314298984894
21243,3329.0499999999997,2113,148,103,1.6722818791946308,PINK  POLKADOT PLATE,0.03745889220908865
21244,3359.47,2131,147,107,1.672162162162162,BLUE POLKADOT PLATE,0.03780118190164372
21245,1618.03,1011,100,72,1.6963366336633663,GREEN POLKADOT PLATE,0.018206278476163382
21246,849.45,175,39,33,4.932051282051282,RED RETROSPOT BIG BOWL,0.00955811897899111
21248,271.15,187,52,45,1.4499999999999997,DOOR HANGER  MUM + DADS ROOM,0.003051014139918111
21249,1874.4,672,79,68,2.9145569620253164,WOODLAND  HEIGHT CHART STICKERS,0.021090986184261504
21250,257.0,92,17,15,2.926470588235294,SET OF SKULL WALL STICKERS,0.002891796547884767
21251,486.75000000000006,165,35,32,2.95,DINOSAUR HEIGHT CHART STICKER SET,0.005476972644680585
21253,189.59000000000003,65,16,14,2.8150000000000004,SET OF PICTURE FRAME  STICKERS,0.0021332906907139027
21257,3727.44,488,152,100,7.981633986928105,VICTORIAN SEWING BOX MEDIUM,0.04194162694337586
21258,5014.23,425,106,61,12.952358490566038,VICTORIAN SEWING BOX LARGE,0.056420750989495075
21259,6402.360000000001,1123,237,133,5.927257383966245,VICTORIAN SEWING BOX SMALL,0.07204016554986582
21260,3530.35,1129,148,104,3.2376666666666667,FIRST AID TIN,0.03972394530282096
21261,520.6500000000001,167,27,24,3.468518518518519,GREEN GOOSE FEATHER CHRISTMAS TREE,0.005858419737961884
21262,781.7500000000001,265,50,43,2.95,WHITE GOOSE FEATHER CHRISTMAS TREE,0.008796350005093063
21263,313.95,161,36,32,1.9499999999999997,GREEN GOOSE FEATHER TREE 60CM,0.003532605160344056
21264,495.29999999999995,254,42,37,1.9499999999999997,WHITE GOOSE FEATHER TREE 60CM,0.005573178327499318
21265,249.59999999999997,128,16,15,1.95,PINK GOOSE FEATHER TREE 60CM,0.002808530810708318
21268,0.84,2,1,1,0.42,VINTAGE BLUE TINSEL REEL,9.451786382191456e-06
21269,238.0,28,18,17,8.5,ANTIQUE CREAM CUTLERY SHELF,0.0026780061416209126
21270,178.5,14,13,12,12.75,ANTIQUE CREAM CUTLERY CUPBOARD,0.0020085046062156844
21272,653.8199999999999,498,60,49,1.251290322580645,SALLE DE BAIN HOOK,0.007356865443338591
21275,169.5,10,9,9,16.95,ZINC TOP  2 DOOR WOODEN SHELF,0.00190723546640649
21277,485.9,23,20,19,21.302500000000002,FRENCH STYLE EMBOSSED HEART CABINET,0.005467408337031938
21278,79.05,31,7,7,2.55,VINTAGE KITCHEN PRINT PUDDINGS,0.0008894806113240888
21279,165.75,65,12,12,2.55,VINTAGE KITCHEN PRINT FRUITS,0.0018650399914859925
21280,165.75,65,12,12,2.55,VINTAGE KITCHEN PRINT VEGETABLES,0.0018650399914859925
21281,89.24999999999999,35,6,6,2.55,VINTAGE KITCHEN PRINT SEAFOOD,0.001004252303107842
21284,311.84000000000003,384,25,24,1.1832,RETROSPOT CANDLE  SMALL,0.0035088631731221235
21285,357.62,350,33,26,1.6400000000000001,RETROSPOT CANDLE  MEDIUM,0.004023985530951558
21286,279.37,255,18,17,1.2577777777777777,RETROSPOT CANDLE  LARGE,0.003143506620943842
21287,755.13,1788,54,47,0.508888888888889,SCENTED VELVET LOUNGE CANDLE,0.008496818393790755
21288,707.95,253,40,33,2.91,STRIPEY CHOCOLATE NESTING BOXES,0.007965943058657669
21289,553.75,443,19,19,1.25,LARGE STRIPES CHOCOLATE GIFT BAG,0.006230865129926808
21291,782.0,920,40,32,0.85,SMALL POLKADOT CHOCOLATE GIFT BAG,0.008799163036754426
21292,591.25,865,26,25,0.8165384615384615,SMALL STRIPES CHOCOLATE GIFT BAG,0.006652819879131784
21293,214.13000000000002,101,18,14,2.2068421052631577,MIRRORED DOVE WALL DECORATION,0.002409417878593639
21294,722.88,1536,58,46,0.519,ETCHED GLASS COASTER,0.008133937309474476
21306,166.27999999999997,486,36,35,0.5413888888888888,SET/4 DAISY MIRROR MAGNETS,0.0018710036186080894
21307,39.199999999999996,79,13,11,1.2646153846153847,SET/4 BUTTERFLY MIRROR MAGNETS,0.0004410833645022679
21310,29.95,1,1,1,29.95,CAPIZ CHANDELIER,0.0003370011930317073
21311,158.23,452,44,40,0.5313333333333333,SET/4 BIRD MIRROR MAGNETS,0.001780423999112088
21313,2097.71,2828,129,96,0.8344186046511628,GLASS HEART T-LIGHT HOLDER,0.02360369858546052
21314,7399.960000000001,3664,342,215,2.093615160349854,SMALL GLASS HEART TRINKET POT,0.08326528709138273
21316,153.64000000000001,148,9,9,1.51,SMALL CHUNKY GLASS ROMAN  BOWL,0.0017287767378093993
21317,510.75,95,26,23,5.412962962962963,GLASS SPHERE CANDLE STAND MEDIUM,0.005747023684171769
21318,369.0,678,40,38,0.8817073170731707,GLASS CHALICE BLUE SMALL,0.00415203473217696
21319,129.51,147,12,12,1.2133333333333332,GLASS CHALICE GREEN  SMALL,0.001457262921854304
21320,309.66,186,11,10,1.595,GLASS CHALICE GREEN  LARGE,0.0034843335370350072
21324,203.55,69,20,20,2.95,HANGING MEDINA LANTERN SMALL,0.0022903703786846083
21326,6052.0,10040,277,168,0.6393992932862191,AGED GLASS SILVER T-LIGHT HOLDER,0.06809787045836034
21327,887.6999999999999,538,145,99,1.65,SKULLS WRITING SET,0.009988512823180183
21328,1253.9499999999998,755,187,135,1.6847089947089946,BALLOONS  WRITING SET,0.014109604207082111
21329,975.0999999999999,586,168,120,1.688816568047337,DINOSAURS  WRITING SET,0.010971948691993914
21331,140.25,11,7,7,12.75,MOROCCAN BEATEN METAL DISH LARGE,0.0015781107620266093
21332,143.3,14,8,8,10.55,MOROCCAN BEATEN METAL MIRROR,0.0016124297482952806
21333,162.25,55,15,15,2.95,CLASSIC WHITE FRAME,0.0018256575482268615
21336,23.6,8,3,3,2.9500000000000006,GOLD WASHBAG,0.00026555018883299804
21340,10123.16,925,260,179,12.18528735632184,CLASSIC METAL BIRDCAGE PLANT HOLDER,0.11390707837231578
21344,139.29999999999998,14,5,5,9.95,MOROCCAN BEATEN METAL DISH,0.001567421241713416
21348,355.65,139,5,5,2.79,PINK SPOTS CHOCOLATE NESTING BOXES,0.004001818841459989
21349,81.0,12,7,7,6.75,IVY HEART WREATH,0.0009114222582827476
21351,654.55,101,31,27,6.701515151515152,CINAMMON & ORANGE WREATH,0.0073650794957897826
21352,1118.65,311,37,35,4.366216216216216,EUCALYPTUS & PINECONE  WREATH,0.012587191471950563
21354,885.95,751,68,55,1.223529411764706,TOAST ITS - BEST MUM,0.00996882160155062
21355,955.4,772,107,95,1.2445454545454546,TOAST ITS - I LOVE YOU,0.010750281797078234
21356,361.9,303,53,37,1.1868518518518518,TOAST ITS - FAIRY FLOWER,0.004072144632994152
21357,23.75,19,10,9,1.25,TOAST ITS - DINOSAUR,0.00026723800782981795
21358,408.75,327,59,54,1.25,TOAST ITS - HAPPY BIRTHDAY,0.004599306766334235
21359,743.7,126,26,22,7.988461538461538,RELAX LARGE WOOD LETTERS,0.008368206586233079
21360,194.15,37,14,14,7.378571428571428,JOY LARGE WOOD LETTERS,0.0021846003882172275
21361,1127.85,91,54,42,12.716666666666667,LOVE LARGE WOOD LETTERS,0.012690711037088848
21363,1024.65,207,90,67,4.95,HOME SMALL WOOD LETTERS,0.011529491567276758
21364,168.75,25,21,19,6.75,PEACE SMALL WOOD LETTERS,0.0018987963714223908
21365,360.0,348,42,35,1.0999999999999999,MIRRORED WALL ART STARS,0.004050765592367766
21366,102.0,24,10,9,4.25,MIRRORED WALL ART PHOTO FRAMES,0.0011477169178375339
21367,159.51,163,35,29,1.56,MIRRORED WALL ART GENTS,0.0017948267212182845
21368,128.4,160,30,25,0.8733333333333333,MIRRORED WALL ART LADIES,0.0014447730612778369
