StockCode,Description,TotalQuantity,TransactionCount,UniqueCustomers,TotalRevenue,AverageUnitPrice
21070,VINTAGE BILLBOARD MUG,1032,77,51,1058.54,1.3275641025641025
21071,VINTAGE BILLBOARD DRINK ME MUG,839,108,72,1014.62,1.2299090909090908
21078,SET/20 STRAWBERRY PAPER NAPKINS,2483,201,148,1972.73,0.8504950495049504
21080,SET/20 RED RETROSPOT PAPER NAPKINS,12288,734,427,9635.539999999999,0.8390374331550803
21084,SET/6 COLLAGE PAPER CUPS,2175,104,90,459.29,0.2569158878504673
21086,SET/6 RED SPOTTY PAPER CUPS,6573,285,167,3999.09,0.6589041095890411
21087,SET/6 POSIES PAPER CUPS,126,10,10,62.120000000000005,0.466
21088,SET/6 FRUIT SALAD PAPER CUPS,1564,75,67,343.14000000000004,0.2561333333333333
21089,SET/6 GREEN SPRING PAPER CUPS,231,24,23,45.730000000000004,0.22833333333333336
21090,SET/6 COLLAGE PAPER PLATES,1628,119,98,690.22,0.45766666666666667
21094,SET/6 RED SPOTTY PAPER PLATES,7351,325,179,5496.53,0.8289634146341462
21095,SET/6 POSIES PAPER PLATES,95,9,9,80.75,0.85
21096,SET/6 FRUIT SALAD  PAPER PLATES,1143,70,63,479.25,0.4482857142857143
21098,CHRISTMAS TOILET ROLL,3125,165,115,3623.14,1.3029378531073446
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,8,7,70.95,1.65
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,193,34,30,530.95,2.9042857142857144
21107,CREAM SLICE FLANNEL PINK SPOT,837,62,48,2209.95,2.8674603174603175
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,6920,195,160,10700.150000000001,1.400204081632653
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,829,64,51,2082.15,4.020588235294118
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7,4,4,47.25,6.75
21110,LARGE CAKE TOWEL PINK SPOTS,772,79,62,2274.8,5.4775
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",788,50,46,1290.3,2.1598039215686278
21112,SWISS ROLL TOWEL PINK  SPOTS,666,27,21,1782.1799999999998,3.1581481481481486
21112,"SWISS ROLL TOWEL, PINK  SPOTS",579,19,18,769.65,1.786842105263158
21114,LAVENDER SCENTED FABRIC HEART,1317,129,105,1661.53,1.321923076923077
21115,ROSE CARAVAN DOORSTOP,519,129,104,2567.61,5.874307692307692
21116,OWL DOORSTOP,489,117,81,2339.19,4.948644067796611
21117,BLOND DOLL DOORSTOP,109,14,11,141.75,1.6428571428571428
21121,SET/10 RED POLKADOT PARTY CANDLES,6450,338,238,7734.18,1.2466666666666668
21122,SET/10 PINK POLKADOT PARTY CANDLES,5202,307,215,6284.83,1.2514376996805112
21123,SET/10 IVORY POLKADOT PARTY CANDLES,949,98,66,1183.31,1.2375247524752475
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3917,230,181,4732.09,1.2475324675324675
21125,SET 6 FOOTBALL CELEBRATION CANDLES,593,69,60,741.25,1.25
21126,SET OF 6 GIRLS CELEBRATION CANDLES,487,67,57,604.19,1.2472058823529413
21128,GOLD FISHING GNOME,47,16,12,284.16,6.9193750000000005
21129,SILVER FISHING GNOME,43,21,14,318.40000000000003,8.214285714285714
21131,GOLD STANDING GNOME,93,17,11,290.25,3.8676470588235294
21132,SILVER STANDING GNOME,35,16,13,142.75,3.875
21135,VICTORIAN  METAL POSTCARD SPRING,2415,164,122,2851.59,1.6582840236686391
21136,PAINTED METAL PEARS ASSORTED,4445,354,259,7439.01,1.692638888888889
21137,BLACK RECORD COVER FRAME,11386,318,140,38990.63,3.65884012539185
21143,ANTIQUE GLASS HEART DECORATION,293,28,27,571.3499999999999,1.95
21144,PINK POODLE HANGING DECORATION,-12,1,1,-4.5600000000000005,0.38
21145,ANTIQUE GLASS PLACE SETTING,122,8,8,152.5,1.25
21147,JINGLE BELLS TREE DECORATION,89,21,11,200.94,2.2800000000000002
21154,RED RETROSPOT OVEN GLOVE,2974,266,175,3523.38,1.2935055350553506
21155,RED RETROSPOT PEG BAG,2220,367,206,5364.349999999999,2.517069892473118
21156,RETROSPOT CHILDRENS APRON,2999,300,203,5509.87,1.9995016611295682
21157,RED RETROSPOT WASHBAG,48,14,12,100.80000000000001,2.1
21158,MOODY GIRL DOOR HANGER,1398,147,103,675.6,0.6201315789473685
21159,MOODY BOY  DOOR HANGER,1108,108,73,542.36,0.6942592592592592
21161,KEEP OUT BOYS DOOR HANGER,130,34,25,188.5,1.45
21162,TOXIC AREA  DOOR HANGER,1413,137,98,695.23,0.6111510791366906
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1170,111,87,598.54,0.7016521739130435
21164,HOME SWEET HOME METAL SIGN,1706,247,166,4827.02,2.938192771084337
21165,BEWARE OF THE CAT METAL SIGN,4013,360,178,6381.65,1.6722950819672129
21166,COOK WITH WINE METAL SIGN,10082,613,287,20071.030000000002,2.0374757281553397
21167,WHITE SAGE INCENSE,1210,26,20,254.1,0.21
21169,YOU'RE CONFUSING ME METAL SIGN,4252,347,192,6714.76,1.6702832861189802
21171,BATHROOM METAL SIGN,424,60,43,566.8,1.4333333333333333
21172,PARTY METAL SIGN,3317,373,236,4682.17,1.4870526315789472
21174,POTTERING IN THE SHED METAL SIGN,3922,371,225,8364.64,2.07
21175,GIN + TONIC DIET METAL SIGN,9471,662,330,21169.55,2.462
21175,GIN AND TONIC DIET METAL SIGN,474,37,34,1118.46,2.5118918918918918
21179,NO JUNK MAIL METAL SIGN,1771,167,122,1014.91,0.7429479768786127
21181,PLEASE ONE PERSON METAL SIGN,11845,704,361,23696.120000000003,2.071342657342657
21187,WHITE BELL HONEYCOMB PAPER GARLAND,328,33,30,522.0,1.638235294117647
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,294,33,27,838.5000000000001,2.926470588235294
21189,WHITE HONEYCOMB PAPER GARLAND,165,29,27,272.25,1.65
21190,PINK HEARTS PAPER GARLAND,118,8,6,172.70000000000002,1.575
21191,LARGE WHITE HONEYCOMB PAPER BELL,394,44,38,788.0400000000001,2.0813636363636365
21192,WHITE BELL HONEYCOMB PAPER,924,39,32,1390.1999999999998,1.6214285714285712
21194,PINK  HONEYCOMB PAPER FAN,426,44,37,358.1,0.9077777777777778
21195,PINK  HONEYCOMB PAPER BALL,417,24,21,607.86,1.8675
21196,ROUND WHITE CONFETTI IN TUBE,89,9,9,146.84999999999997,1.65
21197,MULTICOLOUR  CONFETTI IN TUBE,222,14,13,288.05999999999995,1.5335714285714286
21198,WHITE HEART CONFETTI IN TUBE,891,52,47,870.1499999999999,1.3623076923076924
21199,PINK  HEART CONFETTI IN TUBE,816,49,45,746.3999999999999,1.3754
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,39,33,1272.8999999999999,1.5012820512820513
21201,TROPICAL  HONEYCOMB PAPER GARLAND,1174,73,44,2669.7000000000003,2.5026315789473683
21202,DOLLY HONEYCOMB GARLAND,448,20,20,403.2,1.45
21204,DAISIES  HONEYCOMB GARLAND,419,51,44,691.3499999999999,1.65
21205,MULTICOLOUR 3D BALLS GARLAND,189,51,44,481.95,2.55
21206,STRAWBERRY HONEYCOMB  GARLAND,1218,76,56,1443.3,1.5499999999999998
21207,SKULL AND CROSSBONES  GARLAND,981,84,74,1532.2499999999998,1.6288235294117646
21208,PASTEL COLOUR HONEYCOMB FAN,837,61,50,515.6999999999999,0.6008064516129032
21209,MULTICOLOUR HONEYCOMB FAN,1123,62,49,660.79,0.6635483870967742
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5544,370,244,7769.37,1.4622972972972972
21211,SET OF 72 SKULL PAPER  DOILIES,815,66,58,1143.35,1.4440298507462686
21212,PACK OF 72 RETROSPOT CAKE CASES,33386,1041,636,16235.300000000001,0.5479566854990584
21213,PACK OF 72 SKULL CAKE CASES,14254,500,295,6829.06,0.5405928853754941
21215,IVORY PAPER CUP CAKE CASES,866,63,51,460.70000000000005,0.54796875
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1820,251,150,8251.62,4.896980392156863
21217,RED RETROSPOT ROUND CAKE TINS,965,264,169,9088.75,9.862878787878786
21218,RED SPOTTY BISCUIT TIN,2009,214,131,6905.95,3.748433179723502
21219,SET/4 BADGES BALLOON GIRL,323,42,35,408.59,1.3625581395348838
21220,SET/4 BADGES DOGS,229,41,34,299.56,1.397560975609756
21221,SET/4 BADGES CUTE CREATURES,201,24,24,262.14,1.3004166666666668
21222,SET/4 BADGES BEETLES,194,35,26,252.18,1.4852777777777777
21224,SET/4 SKULL BADGES,728,82,58,906.2,1.2477380952380952
21226,POCKET MIRROR WOODLAND,8,4,4,10.0,1.25
21228,"POCKET MIRROR ""GLAMOROUS""",5,2,2,6.25,1.25
21231,SWEETHEART CERAMIC TRINKET BOX,5591,408,216,6676.530000000001,1.2681796116504855
21232,STRAWBERRY CERAMIC TRINKET BOX,8956,559,298,10468.52,1.2408672566371681
21232,STRAWBERRY CERAMIC TRINKET POT,1014,80,58,1284.54,1.3315853658536585
21238,RED RETROSPOT CUP,3468,286,162,2779.19,0.8473010380622837
21239,PINK  POLKADOT CUP,2551,203,141,2031.85,0.8461951219512195
21240,BLUE POLKADOT CUP,3117,220,150,2454.19,0.8406306306306307
21242,RED RETROSPOT PLATE,3036,226,150,4796.76,1.6740707964601769
21243,PINK  POLKADOT PLATE,1903,131,95,2997.19,1.6718181818181819
21243,PINK POLKADOT PLATE,202,18,18,318.34,1.6766666666666667
21244,BLUE POLKADOT PLATE,2116,150,108,3334.12,1.6725165562913906
21245,GREEN POLKADOT PLATE,1011,100,72,1618.03,1.6963366336633663
21246,RED RETROSPOT BIG BOWL,173,41,33,839.5500000000001,4.932926829268292
21248,DOOR HANGER  MUM + DADS ROOM,186,53,46,269.7,1.45
21249,WOODLAND  HEIGHT CHART STICKERS,672,79,68,1874.4,2.9145569620253164
21250,SET OF SKULL WALL STICKERS,92,17,15,257.0,2.926470588235294
21251,DINOSAUR HEIGHT CHART STICKER SET,165,35,32,486.75000000000006,2.95
21253,SET OF PICTURE FRAME  STICKERS,65,16,14,189.59000000000003,2.8150000000000004
21257,VICTORIAN SEWING BOX MEDIUM,476,157,100,3639.04,7.974303797468354
21258,VICTORIAN SEWING BOX LARGE,364,124,63,4334.48,12.702016129032257
21259,VICTORIAN SEWING BOX SMALL,1111,244,134,6333.96,5.9238114754098365
21260,FIRST AID TIN,1086,150,104,3390.6,3.237828947368421
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,167,27,24,520.6500000000001,3.468518518518519
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,260,53,43,725.0000000000001,3.478301886792453
21263,GREEN GOOSE FEATHER TREE 60CM,159,37,32,310.05,1.95
21264,WHITE GOOSE FEATHER TREE 60CM,246,44,37,479.7,1.95
21265,PINK GOOSE FEATHER TREE 60CM,128,16,15,249.59999999999997,1.95
21268,VINTAGE BLUE TINSEL REEL,2,1,1,0.84,0.42
21269,ANTIQUE CREAM CUTLERY SHELF,28,18,17,238.0,8.5
21270,ANTIQUE CREAM CUTLERY CUPBOARD,14,13,12,178.5,12.75
21272,SALLE DE BAIN HOOK,496,62,49,651.3199999999999,1.25125
21275,ZINC TOP  2 DOOR WOODEN SHELF,5,11,10,92.75,16.768181818181816
21277,FRENCH STYLE EMBOSSED HEART CABINET,21,22,19,442.0,21.361363636363635
21278,VINTAGE KITCHEN PRINT PUDDINGS,31,7,7,79.05,2.55
21279,VINTAGE KITCHEN PRINT FRUITS,62,13,12,158.1,2.55
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,12,12,165.75,2.55
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,6,6,89.24999999999999,2.55
21284,RETROSPOT CANDLE  SMALL,348,27,26,281.48,1.1737037037037037
21285,RETROSPOT CANDLE  MEDIUM,326,34,27,342.02000000000004,1.6108823529411767
21286,RETROSPOT CANDLE  LARGE,255,18,17,279.37,1.2577777777777777
21287,SCENTED VELVET LOUNGE CANDLE,1788,54,47,755.13,0.508888888888889
21288,STRIPEY CHOCOLATE NESTING BOXES,229,41,33,646.75,2.901219512195122
21289,LARGE STRIPES CHOCOLATE GIFT BAG,423,21,20,528.75,1.25
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,920,40,32,782.0,0.85
21292,SMALL STRIPES CHOCOLATE GIFT BAG,865,26,25,591.25,0.8165384615384615
21293,MIRRORED DOVE WALL DECORATION,101,18,14,214.13000000000002,2.2068421052631577
21294,ETCHED GLASS COASTER,1536,58,46,722.88,0.519
21306,SET/4 DAISY MIRROR MAGNETS,467,38,35,158.95999999999998,0.5757894736842105
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,13,11,39.199999999999996,1.2646153846153847
21310,CAPIZ CHANDELIER,1,1,1,29.95,29.95
21311,SET/4 BIRD MIRROR MAGNETS,425,46,40,150.39999999999998,0.521063829787234
21313,GLASS HEART T-LIGHT HOLDER,2797,139,97,2074.0899999999997,0.8294964028776978
21314,SMALL GLASS HEART TRINKET POT,3525,382,216,7129.81,2.0851436031331594
21316,SMALL CHUNKY GLASS ROMAN  BOWL,148,9,9,153.64000000000001,1.51
21317,GLASS SPHERE CANDLE STAND MEDIUM,94,27,23,505.8,5.396428571428571
21318,GLASS CHALICE BLUE SMALL,661,45,38,352.29,0.8830434782608695
21319,GLASS CHALICE GREEN  SMALL,146,13,12,127.86,1.246923076923077
21320,GLASS CHALICE GREEN  LARGE,179,12,10,294.96,1.6338461538461537
21324,HANGING MEDINA LANTERN SMALL,69,20,20,203.55,2.95
21326,AGED GLASS SILVER T-LIGHT HOLDER,10019,282,168,6038.35,0.6395833333333334
21327,SKULLS WRITING SET,538,145,99,887.6999999999999,1.65
21328,BALLOONS  WRITING SET,755,187,135,1253.9499999999998,1.6847089947089946
21329,DINOSAURS  WRITING SET,586,168,120,975.0999999999999,1.688816568047337
21331,MOROCCAN BEATEN METAL DISH LARGE,11,7,7,140.25,12.75
21332,MOROCCAN BEATEN METAL MIRROR,14,8,8,143.3,10.55
21333,CLASSIC WHITE FRAME,55,15,15,162.25,2.95
21336,GOLD WASHBAG,8,3,3,23.6,2.9500000000000006
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,901,266,179,9875.96,12.166516853932585
21344,MOROCCAN BEATEN METAL DISH,11,6,5,109.44999999999999,9.95
21348,PINK SPOTS CHOCOLATE NESTING BOXES,139,5,5,355.65,2.79
21349,IVY HEART WREATH,8,8,7,54.0,6.75
21351,CINAMMON & ORANGE WREATH,94,33,28,607.3,6.704285714285715
21352,EUCALYPTUS & PINECONE  WREATH,302,39,36,1057.9,4.4884615384615385
21354,TOAST ITS - BEST MUM,751,68,55,885.95,1.223529411764706
21355,TOAST ITS - I LOVE YOU,772,107,95,955.4,1.2445454545454546
21356,TOAST ITS - FAIRY FLOWER,303,53,37,361.9,1.1868518518518518
21357,TOAST ITS - DINOSAUR,19,10,9,23.75,1.25
21358,TOAST ITS - HAPPY BIRTHDAY,327,59,54,408.75,1.25
21359,RELAX LARGE WOOD LETTERS,124,28,22,735.8,7.7
21360,JOY LARGE WOOD LETTERS,37,14,14,194.15,7.378571428571428
21361,LOVE LARGE WOOD LETTERS,87,56,43,1076.85,12.717857142857143
21363,HOME SMALL WOOD LETTERS,193,96,68,955.35,4.95
21364,PEACE SMALL WOOD LETTERS,24,22,19,162.0,6.75
21365,MIRRORED WALL ART STARS,348,42,35,360.0,1.0999999999999999
21366,MIRRORED WALL ART PHOTO FRAMES,24,10,9,102.0,4.25
21367,MIRRORED WALL ART GENTS,163,35,29,159.51,1.56
21368,MIRRORED WALL ART LADIES,160,30,25,128.4,0.8733333333333333
21369,MIRRORED WALL ART SPLODGES,98,13,12,142.5,1.6346153846153846
21370,MIRRORED WALL ART FOXY,15,8,7,88.2,4.94
21371,MIRRORED WALL ART POPPIES,275,32,27,274.65,1.0875
21372,MIRRORED WALL ART TABLE LAMP,67,25,18,75.73,1.3292000000000002
21373,MIRRORED WALL ART SNOWFLAKES,495,46,41,371.25,0.75
21374,MIRRORED WALL ART SKULLS,294,40,37,400.0,1.6875
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,22,10,9,107.30000000000001,4.6863636363636365
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,29,13,13,149.65,5.126923076923077
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,19,18,123.20999999999998,1.4510526315789474
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,129,22,21,175.04999999999998,1.478181818181818
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,141,23,22,155.61,1.1378260869565218
21380,WOODEN HAPPY BIRTHDAY GARLAND,2089,233,138,5898.35,2.9745493562231764
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1670,140,88,2684.06,1.6883098591549295
21382,SET/4 SPRING FLOWER DECORATION,1032,94,64,1145.8,1.6531578947368422
21383,PACK OF 12 STICKY BUNNIES,763,78,75,495.95000000000005,0.65
21385,IVORY HANGING DECORATION  HEART,3556,206,153,2950.8399999999997,0.8596744186046511
21386,IVORY HANGING DECORATION  EGG,689,46,42,253.01,0.45399999999999996
21389,IVORY HANGING DECORATION  BIRD,1014,95,81,861.9,0.85
21390,FILIGRIS HEART WITH BUTTERFLY,3775,175,120,4536.63,1.2636813186813187
21391,FRENCH LAVENDER SCENT HEART,962,76,69,840.3000000000001,1.0096153846153846
21392,RED POLKADOT PUDDING BOWL,32,6,5,38.13,1.3671428571428572
21393,BLUE POLKADOT PUDDING BOWL,29,7,7,38.67,1.45875
21394,RED POLKADOT BEAKER,3800,118,88,1530.04,0.44016949152542373
21395,BLUE POLKADOT BEAKER,2796,81,63,1090.44,0.39
21397,BLUE POLKADOT EGG CUP,1016,44,43,445.26,0.5268181818181819
21398,RED POLKADOT COFFEE  MUG,1499,49,43,642.75,0.6691836734693878
21399,BLUE POLKADOT COFFEE MUG,1924,65,50,782.8499999999999,0.5454545454545454
21400,RED PUDDING SPOON,837,48,42,109.74,0.1575
21401,BLUE PUDDING SPOON,1010,58,48,132.29999999999998,0.15050847457627117
21402,RED  EGG  SPOON,1290,61,54,155.4,0.12491803278688525
21403,BLUE EGG  SPOON,1718,71,58,258.71999999999997,0.13183098591549294
21407,BROWN CHECK CAT DOORSTOP,232,95,79,960.75,4.221052631578948
21408,SPOTTY PINK DUCK DOORSTOP,219,66,50,744.01,4.076666666666667
21411,GINGHAM HEART  DOORSTOP RED,708,186,147,2345.7599999999998,3.8997872340425532
21412,VINTAGE GOLD TINSEL REEL,-6,1,1,-2.52,0.42
21413,PERIWINKLE T-LIGHT HOLDER,36,10,8,45.0,1.25
21414,SCALLOP SHELL SOAP DISH,1,1,1,2.1,2.1
21415,CLAM SHELL SMALL,202,30,25,375.73,1.969
21416,CLAM SHELL LARGE,5,4,4,18.75,3.75
21417,COCKLE SHELL DISH,288,33,24,418.78000000000003,1.7824242424242425
21418,STARFISH SOAP DISH,59,12,11,115.25,2.0084615384615385
21420,OYSTER TRINKET BOX,47,13,12,83.87,2.8985714285714286
21421,PORCELAIN ROSE LARGE,298,13,11,345.14,1.2353846153846153
21422,PORCELAIN ROSE SMALL,1556,48,33,1214.96,0.906875
21424,WOODLAND STORAGE BOX LARGE,222,27,21,597.3,2.890740740740741
21425,SKULLS STORAGE BOX LARGE,67,16,12,188.05,2.9250000000000003
21426,WOODLAND STORAGE BOX SMALL,209,20,16,402.90000000000003,2.0523809523809526
21427,SKULLS STORAGE BOX SMALL,74,28,23,155.4,2.1
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1063,188,117,4123.05,4.1803723404255315
21429,RED GINGHAM ROSE JEWELLERY BOX,1570,226,147,2843.1,1.8803030303030301
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2657,331,188,9257.79,3.693183183183183
21439,BASKET OF TOADSTOOLS,914,78,51,1142.5,1.2451898734177216
21441,BLUE BIRDHOUSE DECORATION,376,38,34,223.3,0.7626315789473684
21442,GREEN BIRDHOUSE DECORATION,386,36,31,229.45999999999998,0.7144444444444444
21445,12 PINK ROSE PEG PLACE SETTINGS,210,22,17,262.5,1.25
21446,12 RED ROSE PEG PLACE SETTINGS,392,75,47,490.0,1.25
21447,12 IVORY ROSE PEG PLACE SETTINGS,748,92,56,935.0,1.25
21448,12 DAISY PEGS IN WOOD BOX,322,62,46,531.3,1.65
21452,TOADSTOOL MONEY BOX,717,145,110,2059.9500000000003,2.9391156462585033
21454,PAINTED PINK RABBIT,317,43,41,269.45,0.85
21455,PAINTED YELLOW WOODEN DAISY,258,33,32,219.29999999999998,0.85
21456,2 PICTURE BOOK EGGS EASTER CHICKS,160,20,17,200.0,1.25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,115,16,15,143.75,1.25
21458,2 PICTURE BOOK EGGS EASTER BUNNY,158,19,18,197.5,1.25
21459,YELLOW EASTER EGG HUNT START POST,67,20,17,130.65,1.95
21460,GREEN EASTER EGG HUNT START POST,26,9,9,50.699999999999996,1.9500000000000002
21461,BLUE EASTER EGG HUNT START POST,6,6,5,11.7,1.95
21462,"NURSERY A,B,C PAINTED LETTERS",192,67,57,859.2,5.890298507462687
21463,MIRRORED DISCO BALL,600,137,77,3176.5,5.786131386861314
21464,DISCO BALL ROTATOR BATTERY OPERATED,235,106,57,995.75,4.245283018867925
21465,PINK FLOWER CROCHET FOOD COVER,193,63,55,727.46,3.808888888888889
21466,RED FLOWER CROCHET FOOD COVER,267,91,71,982.49,3.8954945054945056
21467,CHERRY CROCHET FOOD COVER,213,80,58,806.17,3.84275
21468,BUTTERFLY CROCHET FOOD COVER,123,50,43,468.67,3.8983999999999996
21469,POLKA DOT RAFFIA FOOD COVER,248,73,57,933.71,3.8008219178082188
21470,FLOWER VINE RAFFIA FOOD COVER,331,116,78,1252.38,3.845948275862069
21471,STRAWBERRY RAFFIA FOOD COVER,489,95,78,1680.15,3.7247368421052633
21472,LADYBIRD + BEE RAFFIA FOOD COVER,119,33,29,446.25,3.75
21473,SWEETHEART CREAM STEEL TABLE RECT,22,18,16,438.9,19.95
21476,STEEL SWEETHEART ROUND TABLE CREAM,31,18,14,463.45,14.949999999999998
21479,WHITE SKULL HOT WATER BOTTLE,2514,382,254,9579.54,4.015204081632653
21481,FAWN BLUE HOT WATER BOTTLE,2831,386,255,8956.45,3.357917737789203
21484,CHICK GREY HOT WATER BOTTLE,1497,284,206,5622.67,3.899034482758621
21485,RETROSPOT HEART HOT WATER BOTTLE,3306,541,372,15728.18,4.958834244080146
21486,PINK HEART DOTS HOT WATER BOTTLE,8,4,4,30.0,3.75
21488,RED WHITE SCARF  HOT WATER BOTTLE,3,2,2,11.850000000000001,3.95
21494,ROTATING LEAVES T-LIGHT HOLDER,1220,127,79,1614.73,1.3695384615384614
21495,SKULLS AND CROSSBONES WRAP,5775,166,102,2345.5,0.417710843373494
21497,FANCY FONTS BIRTHDAY WRAP,8550,230,177,3409.0,0.4182608695652174
21498,RED RETROSPOT WRAP,10472,337,238,4289.24,0.4180415430267062
21499,BLUE POLKADOT WRAP,6675,217,175,2715.5,0.4166820276497696
21500,PINK POLKADOT WRAP,6350,213,162,2593.0,0.4169014084507042
21503,TOYBOX  WRAP,725,24,22,288.5,0.4166666666666667
21504,SKULLS GREETING CARD,1860,96,74,753.12,0.41687499999999994
21506,"FANCY FONT BIRTHDAY CARD,",4692,251,171,1890.72,0.41856573705179284
21507,ELEPHANT BIRTHDAY CARD,1068,73,63,444.84,0.4576712328767123
21507,"ELEPHANT, BIRTHDAY CARD,",2102,127,95,854.04,0.4171653543307086
21508,VINTAGE KID DOLLY CARD,2369,146,108,961.03,0.42753424657534245
21509,COWBOYS AND INDIANS BIRTHDAY CARD,3581,203,142,1444.75,0.4317241379310345
21518,BANK ACCOUNT  GREETING  CARD,265,17,16,106.97999999999999,0.41647058823529415
21519,GIN & TONIC DIET GREETING CARD,3181,194,100,1305.78,0.4178350515463918
21520,BOOZE & WOMEN GREETING CARD,455,34,29,186.78,0.41823529411764704
21523,DOORMAT FANCY FONT HOME SWEET HOME,3082,400,203,19109.02,7.86655
21524,DOORMAT SPOTTY HOME SWEET HOME,1651,408,251,12006.42,7.964901960784314
21527,RED RETROSPOT TRADITIONAL TEAPOT,430,154,102,3248.5,7.840322580645161
21528,DAIRY MAID TRADITIONAL TEAPOT,162,96,62,1115.9,6.908333333333334
21530,DAIRY MAID TOASTRACK,695,91,65,641.9300000000001,1.0482608695652174
21531,RED RETROSPOT SUGAR JAM BOWL,1454,217,143,3412.5,2.506849315068493
21533,RETROSPOT LARGE MILK JUG,1275,321,213,6069.75,4.87608695652174
21534,DAIRY MAID LARGE MILK JUG,308,132,94,1499.4,4.934210526315789
21535,RED RETROSPOT SMALL MILK JUG,2418,326,205,5724.0,2.5335866261398174
21537,RED RETROSPOT PUDDING BOWL,271,64,52,1128.75,4.2109375
21538,DAIRY MAID  PUDDING BOWL,5,2,2,18.75,3.75
21539,RED RETROSPOT BUTTER DISH,913,227,124,4305.85,4.901091703056769
21544,SKULLS  WATER TRANSFER TATTOOS,1869,113,80,1519.85,0.8447368421052631
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,72,16,13,212.40000000000003,2.95
21555,CERAMIC STRAWBERRY TRINKET TRAY,55,12,11,140.25,2.55
21556,CERAMIC STRAWBERRY MONEY BOX,803,48,38,1856.85,2.525
21557,SET OF 6 FUNKY BEAKERS,300,51,26,854.0400000000001,3.2153846153846155
21558,SKULL LUNCH BOX WITH CUTLERY,1936,269,167,4599.3,2.53021978021978
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3697,436,233,8686.64,2.5562302483069974
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1225,169,116,2863.68,2.563411764705882
21562,HAWAIIAN GRASS SKIRT,319,25,20,368.35,1.2272
21563,RED HEART SHAPE LOVE BUCKET,1358,134,95,2591.02,2.7335820895522387
21564,PINK  HEART SHAPE LOVE BUCKET,1013,106,63,1678.47,2.7413207547169813
21576,LETS GO SHOPPING COTTON TOTE BAG,177,46,40,403.67,2.367826086956522
21577,SAVE THE PLANET COTTON TOTE BAG,542,118,94,1219.5,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,581,83,68,1307.25,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,142,35,31,319.5,2.25
21580,RABBIT  DESIGN  COTTON TOTE BAG,90,24,21,202.5,2.25
21581,SKULLS  DESIGN  COTTON TOTE BAG,153,41,33,344.25,2.25
21584,RETROSPOT SMALL TUBE MATCHES,1058,147,119,1741.7,1.6487096774193548
21586,KINGS CHOICE GIANT TUBE MATCHES,718,68,56,1658.1,2.5036764705882355
21587,COSY HOUR GIANT TUBE MATCHES,195,26,25,475.65,2.5344827586206895
21588,RETROSPOT GIANT TUBE MATCHES,1493,133,99,3439.95,2.5268382352941177
21591,COSY HOUR CIGAR BOX MATCHES,1129,145,115,1383.89,1.24875
21592,RETROSPOT CIGAR BOX MATCHES,2138,210,156,2135.32,1.1293548387096775
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,760,73,59,2069.2,2.922972972972973
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,221,38,37,632.7500000000001,2.9394736842105265
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,48,7,7,141.60000000000002,2.95
21615,4 LAVENDER BOTANICAL DINNER CANDLES,839,100,86,1193.75,1.6868932038834952
21616,4 PEAR BOTANICAL DINNER CANDLES,755,104,84,1093.75,1.6898148148148149
21617,4 LILY  BOTANICAL DINNER CANDLES,470,76,62,848.0,2.2884615384615383
21618,4 WILDFLOWER BOTANICAL CANDLES,301,51,48,471.25,1.9956140350877194
